Caterer Name,Location,Event Type,Menu Type,Page Number,Total Items,Veg/Non-Veg,Source URL,Breakfast Items,Lunch Starters,Lunch Rice Items,Lunch Gravies,Lunch Side Dishes,Lunch Desserts,Lunch Beverages,Dinner Starters,Dinner Main Course,Dinner Rice Items,Dinner Desserts,Dinner Beverages,Snacks,Live Counters,Sweets,Ice Cream
Madurai Muniyandi Catering,Madurai,Wedding,Banana Leaf Serving,1,22,Mixed,https://facebook.com/maduraimuniyandi,Idli | Vada,Chicken 65 | Kola Urundai | Fish Fry | Samosa,Chicken Biryani | Mutton Curry,Sambar | Rasam | Kootu,Onion Raitha | Appalam | Potato Poriyal,,Badam Milk | Rose Milk,Chicken 65 | Kola Urundai | Fish Fry | Samosa,Idli | Vada | Mutton Curry,Chicken Biryani,,Badam Milk | Rose Milk,,Live Dosa Counter | Live Appam Counter,Bread Halwa | Kesari | Pineapple Kesari,Vanilla Ice Cream
